Mes;Categor¡a;?tem;Referencia;Descripci¢n;Cantidad en Principal;Cantidad m¡nima en Principal;Cantidad m xima en Principal;Cantidad total;Cantidad en remisiones;Unidad;Estado;Costo promedio;Total
Julio;HOGAR;VENENO 2 L;VE04;;0;2;4;0;0;Unidad;Activo;3588,333333;0
Julio;HOGAR;VENENO GALON;VE05;;-2;3;6;-2;0;Unidad;Activo;6352;-12704
Julio;HOGAR;VENENO GARRAFA;VE06;;0;0;0;0;0;Unidad;Activo;30139;0
Julio;HOGAR;VINALIMPIO 1 L;VL03;;24;2;4;24;0;Unidad;Activo;2088,733757;50129,61
Julio;HOGAR;VINALIMPIO 2 L;VL04;;5;2;4;5;0;Unidad;Activo;2505,381221;12526,91
Julio;HOGAR;VINALIMPIO GALON;VL05;;25;2;4;25;0;Unidad;Activo;3656;91400
Julio;HOGAR;VINALIMPIO GARRAFA;VL06;;2;1;1;2;0;Unidad;Activo;18561,33333;37122,67
Julio;PERFUMERIA;FRASCO PERFUME  1 ONZ TRINITY;FP07;;130;0;0;130;0;Unidad;Activo;975,668131;126836,86
Julio;PERFUMERIA;FRASCO PERFUME  1 ONZ LUJO SINGLE;FP07L;;125;0;0;125;0;Unidad;Activo;1424,764457;178095,56
Julio;PERFUMERIA;FRASCO PERFUME  1 ONZ LUJO CARTIER/DUBAY/ETERNITY;FP07L2;;0;0;0;0;0;Unidad;Activo;3390;0
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZ MONZA;FP08;;-6;0;0;-6;0;Unidad;Activo;1633,333333;-9800
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZ LUJO BIG SINGLE/BIG CARTIER;FP08L;;25;0;0;25;0;Unidad;Activo;3350,400036;83760
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZ LUXURY LUJO;FP08L2;;-1;0;0;-1;0;Unidad;Activo;4840;-4840
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZA INVICTUS;FP08L3;;0;0;0;0;0;Unidad;Activo;3842,857143;0
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZ RECTANGULAR;FP08L4;;0;0;0;0;0;Unidad;Activo;3000;0
Julio;PERFUMERIA;FRASCO PERFUME  2 ONZ TACON + CAJA;FP08L5;;-1;0;0;-1;0;Unidad;Activo;7280;-7280
Julio;PERFUMERIA;FRASCO PERFUME BIG MONZA 100 ML;FP09;;-1;0;0;-1;0;Unidad;Activo;3113,846154;-3113,85
Julio;PERFUMERIA;FRASCO PERFUME SILK 110 ML;FP10;;-2;0;0;-2;0;Unidad;Activo;4326,875;-8653,75
Julio;PERFUMERIA;GOTERO X 10 GR;GT00;;133;0;0;133;0;Unidad;Activo;267,119176;35526,85
Julio;PERFUMERIA;CAJA LOCION TRINITY X 30 ML DAMA;CJ07;;-36;0;0;-36;0;Unidad;Activo;356,680394;-12840,49
Julio;PERFUMERIA;CAJA LOCION MONZA X 60 ML DAMA;CJ08;;-9;0;0;-9;0;Unidad;Activo;450;-4050
Julio;PERFUMERIA;CAJA LOCION PLATEADA X 60 ML;CJ08L;;0;0;0;0;0;Unidad;Activo;640;0
Julio;PERFUMERIA;CAJA LOCION BIG MONZA X 100 ML DAMA;CJ09;;0;0;0;0;0;Unidad;Activo;570;0
Julio;PERFUMERIA;CAJA REGALO PERFUMERIA;;;10;0;0;10;0;Unidad;Activo;700;7000
Julio;PERFUMERIA;ALCOHOL PERFUMERIA GR;AP09;;6300,7;1000;20000;6300,7;0;Gramo;Activo;11,431546;72026,74
Julio;PERFUMERIA;ALCOHOL PERFUMERIA 125 ML;AP00;;0;0;0;0;0;Unidad;Inactivo;1589;0
Julio;PERFUMERIA;ALCOHOL PERFUMERIA 250 ML;AP01;;-4;0;0;-4;0;Unidad;Inactivo;2979;-11916
Julio;PERFUMERIA;ALCOHOL PERFUMERIA BOTELLA 500 ML;AP02;;-2;0;0;-2;0;Unidad;Inactivo;6729;-13458
Julio;PERFUMERIA;ALCOHOL PERFUMERIA MEDIO GAL;AP04;;0;0;0;0;0;Unidad;Activo;16072;0
Julio;PERFUMERIA;ALCOHOL PERFUMERIA GAL;AP05;;0;0;0;0;0;Unidad;Activo;32143;0
Julio;PERFUMERIA;FEROMONAS GR;FE09;;466;30;500;466;0;Gramo;Activo;118,496957;55219,58
Julio;QUIMICOS;FEROMONAS 25 GR ONZA;FE07;;-6;0;0;-6;0;Unidad;Inactivo;2375;-14250
Julio;PERFUMERIA;REPLICA GOOD GIRL/INVICTUS;;;0;0;0;0;0;Unidad;Activo;41000;0
Julio;PERFUMERIA;REPLICA OTROS PERFUMES;;;0;0;0;0;0;Unidad;Activo;50800;0
Julio;PERFUMERIA;PERFUME 212 MASC GR;212M09;;59;30;250;59;0;Gramo;Activo;433,059498;25550,51
Julio;PERFUMERIA;PERFUME 212 VIP MASC GR;212VM09;;-35;30;250;-35;0;Gramo;Activo;432,234565;-15128,21
Julio;PERFUMERIA;PERFUME 212 VIP WILD PARTY MASC GR;212VWPM09;;419;30;250;419;0;Gramo;Activo;440,061455;184385,75
Julio;PERFUMERIA;PERFUME 212 VIP BLACK MASC GR;212VBM09;;156;30;250;156;0;Gramo;Activo;437,821624;68300,17
Julio;PERFUMERIA;PERFUME 360 MASC GR;360M09;;72;30;250;72;0;Gramo;Activo;440,282918;31700,37
Julio;PERFUMERIA;PERFUME ANGEL MASC GR;AM09;;306;30;250;306;0;Gramo;Activo;441,186202;135002,98
Julio;PERFUMERIA;PERFUME ARSENAL MASC GR;AAM09;;37;30;250;37;0;Gramo;Activo;471;17427
Julio;PERFUMERIA;PERFUME BAD BOY MASC GR;BBM09;;288;30;250;288;0;Gramo;Activo;436,14554;125609,92
Julio;PERFUMERIA;PERFUME BE A LEGEND MASC  GR;BAM09;;134;30;250;134;0;Gramo;Activo;429,642038;57572,03
Julio;PERFUMERIA;PERFUME BLACK XS MASC GR;XSM09;;48;30;250;48;0;Gramo;Activo;431,322457;20703,48
Julio;PERFUMERIA;PERFUME BLUE SEDUCTION MASC GR;BLSM09;;252;30;250;252;0;Gramo;Activo;432,316454;108943,75
Julio;PERFUMERIA;PERFUME BLV BULGARY MASC GR;BLVBM09;;172;30;250;172;0;Gramo;Activo;441,186427;75884,07
Julio;PERFUMERIA;PERFUME BOSS MASC GR;BM09;;193;30;250;193;0;Gramo;Activo;440,622777;85040,2
Julio;PERFUMERIA;PERFUME BOSS ORANGE MASC GR;BOM09;;4,8;30;250;4,8;0;Gramo;Activo;426,600073;2047,68
Julio;PERFUMERIA;PERFUME BOSS UNLIMITED MASC GR;BUM09;;226;30;250;226;0;Gramo;Activo;420,892735;95121,76
Julio;PERFUMERIA;PERFUME CAROLINA HERRERA MASC GR;CHM09;;34,5;30;250;34,5;0;Gramo;Activo;440,042859;15181,48
Julio;PERFUMERIA;PERFUME CH AFRICA MASC GR;CHAM09;;238;30;250;238;0;Gramo;Activo;471;112098
Julio;PERFUMERIA;PERFUME DIESEL BLANCA MASC GR;DSM09;;302;30;250;302;0;Gramo;Activo;439,790834;132816,83
Julio;PERFUMERIA;PERFUME DOLCE GABBANA MASC GR;D&GM09;;250;30;250;250;0;Gramo;Activo;470;117500
Julio;PERFUMERIA;PERFUME EROS VERSACE MASC GR;EVM09;;219;30;250;219;0;Gramo;Activo;437,5086;95814,38
Julio;PERFUMERIA;PERFUME ETERNITY MASC GR;EM09;;185;30;250;185;0;Gramo;Activo;438,750454;81168,83
Julio;PERFUMERIA;PERFUME FACONNABLE MASC GR;FM09;;2;30;250;2;0;Gramo;Activo;454,212454;908,42
Julio;PERFUMERIA;PERFUME FARENHEITH MASC GR;FRM09;;25,5;30;250;25,5;0;Gramo;Activo;439,796696;11214,82
Julio;PERFUMERIA;PERFUME FERRARI MASC GR;FEM09;;69;30;250;69;0;Gramo;Activo;450;31050
Julio;PERFUMERIA;PERFUME GIVENCHY BLUE MASC GR;GBM09;;228;30;250;228;0;Gramo;Activo;431,833038;98457,93
Julio;PERFUMERIA;PERFUME HUGO BOSS MASC GR;HBM09;;413;30;250;413;0;Gramo;Activo;439,99999;181720
Julio;PERFUMERIA;PERFUME INSURRECTION MASC GR;INSUM09;;132,5;30;250;132,5;0;Gramo;Activo;440;58300
Julio;PERFUMERIA;PERFUME INVICTUS MASC GR;INVM09;;231,6;30;250;231,6;0;Gramo;Activo;440,000035;101904,01
Julio;PERFUMERIA;PERFUME ISSEY MIYAKE MASC GR;IMM09;;147;30;250;147;0;Gramo;Activo;439,96927;64675,48
Julio;PERFUMERIA;PERFUME ISSEY SHADE OF LAGOON MASC GR;IMSLM09;;68,5;30;250;68,5;0;Gramo;Activo;440;30140
Julio;PERFUMERIA;PERFUME JEAN PAUL GAULTIER MASC GR;JPGM09;;164;30;250;164;0;Gramo;Activo;437,594045;71765,42
Julio;PERFUMERIA;PERFUME LACOSTE RED MASC GR;LRM09;;22;30;250;22;0;Gramo;Activo;359,327552;7905,21
Julio;PERFUMERIA;PERFUME LACOSTE WHITE MASC GR;LWM09;;96,5;30;250;96,5;0;Gramo;Activo;440;42460
Julio;PERFUMERIA;PERFUME LACOSTE WHITE NOIR MASC GR;LWNM09;;238;30;250;238;0;Gramo;Activo;440,004589;104721,09
Julio;PERFUMERIA;PERFUME LAPIDUS MASC GR;LPM09;;251;30;250;251;0;Gramo;Activo;438,862928;110154,59
Julio;PERFUMERIA;PERFUME LEGACY CR7 MASC GR;LM09;;189;30;250;189;0;Gramo;Activo;440,564062;83266,61
Julio;PERFUMERIA;PERFUME NAUTICA VOYAGE MASC GR;NVM09;;260;30;250;260;0;Gramo;Activo;437,970744;113872,39
Julio;PERFUMERIA;PERFUME ONE MILLION MASC GR;1MM09;;-154;30;250;-154;0;Gramo;Activo;440,001969;-67760,3
Julio;PERFUMERIA;PERFUME ONE MILLION LUCKY MASC GR;1MLM09;;152,4;30;250;152,4;0;Gramo;Activo;440,104128;67071,87
Julio;PERFUMERIA;PERFUME PARIS HILTON MASC GR;PHM09;;143;30;250;143;0;Gramo;Activo;445,164532;63658,53
Julio;PERFUMERIA;PERFUME POLO RED MASC GR;LPRM09;;262;30;250;262;0;Gramo;Activo;440,417892;115389,49
Julio;PERFUMERIA;PERFUME PURE XS MASC GR;XSPM09;;-197,5;30;250;-197,5;0;Gramo;Activo;440,047024;-86909,29
Julio;PERFUMERIA;PERFUME SILVER MOUNTAIN MASC GR;SMM09;;271;30;250;271;0;Gramo;Activo;436,355959;118252,46
Julio;PERFUMERIA;PERFUME SOLO LOEWE MASC GR;SM09;;29,5;30;250;29,5;0;Gramo;Activo;432,947403;12771,95
Julio;PERFUMERIA;PERFUME SPIRIT OF THE BRAVE MASC GR;SBM09;;-7;30;250;-7;0;Gramo;Activo;440,248006;-3081,74
Julio;PERFUMERIA;PERFUME STAR WALKER MASC GR;SWM09;;122,5;30;250;122,5;0;Gramo;Activo;426,948915;52301,24
Julio;PERFUMERIA;PERFUME TOMMY MASC GR;TM09;;166;30;250;166;0;Gramo;Activo;440,080682;73053,39
Julio;PERFUMERIA;PERFUME ZLATAN IBRAHIMOVIC MASC GR;ZIM09;;73,5;30;250;73,5;0;Gramo;Activo;453,332578;33319,94
Julio;PERFUMERIA;PERFUME 212 VIP ROSE FEM GR;212VRF09;;132;30;250;132;0;Gramo;Activo;440,003962;58080,52
Julio;PERFUMERIA;PERFUME 360 FEM GR;360F09;;-18;30;250;-18;0;Gramo;Activo;440,00015;-7920
Julio;PERFUMERIA;PERFUME ANGEL  FEM GR;AF09;;139;30;250;139;0;Gramo;Activo;441,947908;61430,76
Julio;PERFUMERIA;PERFUME BULGARI OMNIA CRISTAL  FEM GR;BOF09;;173;30;250;173;0;Gramo;Activo;433,49543;74994,71
Julio;PERFUMERIA;PERFUME BURBERRY  FEM GR;BBF09;;240;30;250;240;0;Gramo;Activo;427,530298;102607,27
Julio;PERFUMERIA;PERFUME CAN CAN FEM GR;CCF09;;220;30;250;220;0;Gramo;Activo;428,866893;94350,72
Julio;PERFUMERIA;PERFUME CAN CAN BURLESQUE FEM GR;CCBF09;;275,5;30;250;275,5;0;Gramo;Activo;441,568404;121652,1
Julio;PERFUMERIA;PERFUME CAROLINA HERRERA FEM GR;CHF09;;-41;30;250;-41;0;Gramo;Activo;428,08988;-17551,69
Julio;PERFUMERIA;PERFUME CH FEM GR;;;322;30;250;322;0;Gramo;Activo;434,230446;139822,2
Julio;PERFUMERIA;PERFUME COCONUT PASSION VS FEM GR;CPVSF09;;96;30;250;96;0;Gramo;Activo;407,229854;39094,07
Julio;PERFUMERIA;PERFUME FANTASY FEM GR;FNF09;;210,5;30;250;210,5;0;Gramo;Activo;451,438876;95027,88
Julio;PERFUMERIA;PERFUME GOOD GIRL FEM GR;GGF09;;137;30;250;137;0;Gramo;Activo;440;60280
Julio;PERFUMERIA;PERFUME HEIRESS FEM GR;HF09;;66,5;30;250;66,5;0;Gramo;Activo;445,66648;29636,82
Julio;PERFUMERIA;PERFUME HUGO BOSS FEM GR;HBF09;;-60;30;250;-60;0;Gramo;Activo;468,922291;-28135,34
Julio;PERFUMERIA;PERFUME J?ADOR FEM GR;JF09;;57;30;250;57;0;Gramo;Activo;467,82309;26665,92
Julio;PERFUMERIA;PERFUME JEAN PAUL GAULTIER FEM GR;JPGF09;;-50;30;250;-50;0;Gramo;Activo;440,046545;-22002,33
Julio;PERFUMERIA;PERFUME LA VIE EST BELLE FEM GR;LVBF09;;270;30;250;270;0;Gramo;Activo;429,415239;115942,11
Julio;PERFUMERIA;PERFUME LADY MILLION FEM GR;LMF09;;263;30;250;263;0;Gramo;Activo;471;123873
Julio;PERFUMERIA;PERFUME LIGHT BLUE FEM GR;LBF09;;269;30;250;269;0;Gramo;Activo;429,802418;115616,85
Julio;PERFUMERIA;PERFUME LOLITA LEMPICKA FEM GR;LLF09;;52;30;250;52;0;Gramo;Activo;408,881103;21261,82
Julio;PERFUMERIA;PERFUME LOVE OF PINK FEM GR;LOPF09;;0;30;250;0;0;Gramo;Activo;500;0
Julio;PERFUMERIA;PERFUME MAD ABOUT YOU FEM GR;MAYF09;;153;30;250;153;0;Gramo;Activo;444,701218;68039,29
Julio;PERFUMERIA;PERFUME OLYMPEA FEM GR;OF09;;265;30;250;265;0;Gramo;Activo;437,495321;115936,26
Julio;PERFUMERIA;PERFUME PASSPORT FEM GR;PPHF09;;262;30;250;262;0;Gramo;Activo;437,702221;114677,98
Julio;PERFUMERIA;PERFUME PARIS HILTON FEM GR;PHF09;;10;30;250;10;0;Gramo;Activo;320,397905;3203,98
Julio;PERFUMERIA;PERFUME ROCK SHAKIRA FEM GR;RSF09;;215;30;250;215;0;Gramo;Activo;434,953488;93515
Julio;PERFUMERIA;PERFUME SOFIA VERGARA FEM GR;SF09;;119,5;30;250;119,5;0;Gramo;Activo;421,045298;50314,91
Julio;PERFUMERIA;PERFUME TOMMY FEM GR;TF09;;-77,5;30;250;-77,5;0;Gramo;Activo;571,784533;-44313,3
Julio;HOGAR;ACIDO BORICO  1/4 LIBRA;AB00;;6;5;10;6;0;Unidad;Activo;1233,567446;7401,4
Julio;HOGAR;ACIDO BORICO 1/2 LIBRA;AB01;;17;6;12;17;0;Unidad;Activo;2346,566861;39891,64
Julio;HOGAR;ACIDO BORICO LB;AB02;;12;4;8;12;0;Unidad;Activo;4553;54636
Julio;HOGAR;ACIDO BORICO KG;AB03;;0;6;12;0;0;Unidad;Activo;5853;0
Julio;CUIDADO PERSONAL;ALCANFOR  1/4 LIBRA;AL00;;0;1;2;0;0;Unidad;Activo;6300,4495;0
Julio;CUIDADO PERSONAL;ALCANFOR 1/2 LIBRA;AL01;;0;0;0;0;0;Unidad;Activo;12500;0
Julio;CUIDADO PERSONAL;ALCANFOR LB;AL02;;0;0;0;0;0;Unidad;Activo;25000;0
Julio;CUIDADO PERSONAL;ALCANFOR KG;AL03;;0;0;0;0;0;Unidad;Activo;50000;0
Julio;CUIDADO PERSONAL;ALCANFOR GR;AL09;;0;35;70;0;0;Gramo;Activo;53,551403;0
Julio;CUIDADO PERSONAL;ALCANFORINA  1/4 LIBRA;ALP00;;0;0;0;0;0;Unidad;Activo;3125;0
Julio;CUIDADO PERSONAL;ALCANFORINA 1/2 LIBRA;ALP01;;0;0;0;0;0;Unidad;Activo;6250;0
Julio;CUIDADO PERSONAL;ALCANFORINA LB;ALP02;;0;0;0;0;0;Unidad;Activo;12500;0
Julio;CUIDADO PERSONAL;ALCANFORINA KG;ALP03;;0;0;0;0;0;Unidad;Activo;25000;0
Julio;CUIDADO PERSONAL;ALCANFORINA 12 BOLAS(46GR);ALP09;;0;0;0;0;0;Unidad;Activo;1150;0
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% 125GR;AE00;;0;0;0;0;0;Unidad;Activo;997;0
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% 250 ML;AE01;;0;0;0;0;0;Unidad;Activo;1401;0
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% 500 ML;AE02;;1;5;10;1;0;Unidad;Activo;3314,821875;3314,82
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% LIT;AE03;;-1;3;6;-1;0;Unidad;Activo;5777,821588;-5777,82
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% MEDIO GAL;AE04;;-1;2;4;-1;0;Unidad;Activo;9477;-9477
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% GAL;AE05;;-9;6;12;-9;0;Unidad;Activo;16056,29085;-144506,62
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% GR;AE09;;-1014;85;900;-1014;0;Gramo;Activo;6,189689;-6276,34
Julio;DESINFECCION;ALCOHOL ETILICO AL 96% GARRAFA;AE06;;0;0;0;0;0;Unidad;Activo;70000;0
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO 60 ML;AG08;;0;3;6;0;0;Unidad;Activo;1009,241119;0
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO 125 ML;AG00;;4;0;0;4;0;Unidad;Activo;1837,5;7350
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO X 500 ML C/P;AG02;;4;3;6;4;0;Unidad;Activo;3358,522238;13434,09
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO LIT;AG03;;3;6;12;3;0;Unidad;Activo;5001,24;15003,72
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO 1/2 GAL;AG04;;2;1;2;2;0;Unidad;Activo;8426;16852
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO GAL;AG05;;1;9;18;1;0;Unidad;Activo;17789;17789
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO GARRAFA;AG06;;-1;2;4;-1;0;Unidad;Activo;102711;-102711
Julio;CUIDADO PERSONAL;ALCOHOL GLICERINADO GR;AG09;;-15;118;236;-15;0;Gramo;Activo;5,08;-76,2
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 125 ML;AA00;;0;0;0;0;0;Unidad;Activo;1391;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 250ML;AA01;;0;0;0;0;0;Unidad;Activo;1988;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES 500ML;AA02;;0;1;2;0;0;Unidad;Activo;2506;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES LIT;AA03;;0;1;2;0;0;Unidad;Activo;3828,668333;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES X SPRAY 60 ML;AA08;;0;0;0;0;0;Unidad;Activo;1165;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES GAL;AA05;;0;3;6;0;0;Unidad;Activo;15077,81786;0
Julio;DESINFECCION;ANTIBACTERIAL SUPERFICIES GARRAFA;AA06;;0;1;2;0;0;Unidad;Activo;58709;0
Julio;HOGAR;ACIDO OXALICO  1/4 LIBRA;AO00;;0;3;6;0;0;Unidad;Activo;1051,334036;0
Julio;HOGAR;ACIDO OXALICO 1/2 LIBRA;AO01;;13;3;6;13;0;Unidad;Activo;1941,333333;25237,33
Julio;HOGAR;ACIDO OXALICO LB;AO02;;7;2;4;7;0;Unidad;Activo;3766,857143;26368
Julio;HOGAR;ACIDO OXALICO KG;AO03;;1;3;6;1;0;Unidad;Activo;7219,921974;7219,92
Julio;CUIDADO PERSONAL;AZUFRE 1/4 LIBRA;AZ00;;0;1;2;0;0;Unidad;Activo;471,722273;0
Julio;CUIDADO PERSONAL;AZUFRE 1/2 LIBRA;AZ01;;0;3;6;0;0;Unidad;Activo;887,751667;0
Julio;CUIDADO PERSONAL;AZUFRE LB;AZ02;;0;1;2;0;0;Unidad;Activo;1700;0
Julio;CUIDADO PERSONAL;AZUFRE X KG;AZ03;;0;0;0;0;0;Unidad;Activo;3400;0
Julio;CUIDADO PERSONAL;VASO AZUFRE;VA00;;4;2;12;4;0;Unidad;Activo;1985,294118;7941,18
Julio;CUIDADO PERSONAL;PIEDRA AZUFRE;PA00;;12;2;12;12;0;Unidad;Activo;1499,460788;17993,53
Julio;ROPA;BICARBONATO DE SODIO  1/4 LIBRA;BS00;;0;2;4;0;0;Unidad;Activo;461,88;0
Julio;ROPA;BICARBONATO DE SODIO 1/2 LIBRA;BS01;;23;5;10;23;0;Unidad;Activo;1275,591306;29338,6
Julio;ROPA;BICARBONATO DE SODIO LB;BS02;;-8;8;16;-8;0;Unidad;Activo;2401,086957;-19208,7
Julio;ROPA;BICARBONATO DE SODIO KG;BS03;;-3;5;10;-3;0;Unidad;Activo;4728;-14184
Julio;UTENSILIOS;BOMBA FUMIGACION X 0,8 LIT;B01;;0;1;6;0;0;Unidad;Activo;17750;0
Julio;UTENSILIOS;BOMBA FUMIGACION X 1,5 LIT;B02;;0;1;6;0;0;Unidad;Activo;6979;0
Julio;UTENSILIOS;BOMBA FUMIGACION X 2  LIT;B03;;0;1;6;0;0;Unidad;Activo;6979;0
Julio;UTENSILIOS;BOMBA FUMIGACION 350 CC;B04;;16;2;12;16;0;Unidad;Activo;4683,384615;74934,15
Julio;CUIDADO PERSONAL;CLORURO DE MAGNESIO 1/4 LB;CMG00;;0;0;0;0;0;Unidad;Activo;1750;0
Julio;CUIDADO PERSONAL;CLORURO DE MAGNESIO 1/2 LB;CMG01;;0;0;0;0;0;Unidad;Activo;3500;0
Julio;CUIDADO PERSONAL;CLORURO DE MAGNESIO LB;CMG02;;0;0;0;0;0;Unidad;Activo;7000;0
Julio;CUIDADO PERSONAL;CLORURO DE MAGNESIO KG;CMG03;;0;0;0;0;0;Unidad;Activo;14000;0
Julio;DESINFECCION;CREOLINA TRIPLE 1/2 LIBRA;CT01;;5;6;12;5;0;Unidad;Activo;3670;18350
Julio;DESINFECCION;CREOLINA TRIPLE 500 ML;CT02;;-1;4;8;-1;0;Unidad;Activo;6254;-6254
Julio;DESINFECCION;CREOLINA TRIPLE LIT;CT03;;1;3;6;1;0;Unidad;Activo;11314;11314
Julio;DESINFECCION;CREOLINA TRIPLE MEDIO GAL;CT04;;0;0;0;0;0;Unidad;Activo;12435;0
Julio;DESINFECCION;CREOLINA TRIPLE GAL;CT05;;0;1;2;0;0;Unidad;Activo;34596;0
Julio;DESINFECCION;CREOLINA TRIPLE GARRAFA;CT06;;0;0;0;0;0;Unidad;Activo;130000;0
Julio;HOGAR;DESMANCHADOR TIPO FROTEX ASEO TOTAL 1/2 LB;DF01;;0;2;12;0;0;Unidad;Activo;3000;0
Julio;HOGAR;DESMANCHADOR TIPO FROTEX ASEO TOTAL LB;DF02;;2;2;12;2;0;Unidad;Activo;5066,733333;10133,47
Julio;HOGAR;DESTAPA CA¥ERIAS 1/2 LIBRA;DC01;;-1;4;8;-1;0;Unidad;Activo;1938;-1938
Julio;HOGAR;DESTAPA CA¥ERIAS LB;DC02;;0;3;6;0;0;Unidad;Activo;3747;0
Julio;HOGAR;DESTAPA CA¥ERIAS KG;DC03;;0;4;8;0;0;Unidad;Activo;7425;0
Julio;HOGAR;DETERGENTE EN POLVO X KG;D03;;0;0;0;0;0;Unidad;Activo;4000;0
Julio;HOGAR;DETERGENTE EN POLVO X 4 KG;D05;;0;0;0;0;0;Unidad;Activo;16000;0
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% 1/4 LIBRA;ES00;;-2;4;8;-2;1;Unidad;Activo;1820,220976;-3640,44
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% 1/2 LIBRA;ES01;;0;4;8;0;0;Unidad;Activo;3004,022989;0
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% LB;ES02;;-1;4;8;-1;0;Unidad;Activo;4992,782407;-4992,78
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% KG;ES03;;0;2;4;0;0;Unidad;Activo;8900;0
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% MED GAL;ES04;;0;0;0;0;0;Unidad;Activo;18380;0
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% GAL;ES05;;1;1;1;1;0;Unidad;Activo;48858,66667;48858,67
Julio;VEHICULOS;EMULSION DE SILICONA AL 60% GARRAFA;ES06;;0;0;0;0;0;Unidad;Activo;104850;0
Julio;UTENSILIOS;ESPONJA ENMALLADA;E00;;0;6;12;0;0;Unidad;Activo;856,820855;0
Julio;AROMAS;FRAGANCIA BRISA MARINA GR;FBM09;BRISA MARINA PLUS APC(FS2910394);1255;100;500;1255;0;Gramo;Activo;49,580398;62223,4
Julio;AROMAS;FRAGANCIA CANELA GR;FCP09;;721;100;500;721;0;Gramo;Activo;46,539653;33555,09
Julio;AROMAS;FRAGANCIA CANELA DULCE GR;FCD09;;0;100;500;0;0;Gramo;Activo;41,17;0
Julio;AROMAS;FRAGANCIA CANELA MANZANA GR;FCM09;;-84;100;500;-84;0;Gramo;Activo;80,22;-6738,48
Julio;AROMAS;FRAGANCIA CARRO NUEVO GR;FCN09;;878;100;500;878;0;Gramo;Activo;80,975247;71096,27
Julio;AROMAS;FRAGANCIA CARRO PERFUMADO GR;FCPF09;;642,5;100;500;642,5;0;Gramo;Activo;95,255784;61201,84
Julio;AROMAS;FRAGANCIA CITRONELLA GR;FC09;;75;400;1000;75;0;Gramo;Activo;57,12874;4284,66
Julio;AROMAS;FRAGANCIA CHICLE GR;FCH09;;529;400;1000;529;0;Gramo;Activo;73,66;38966,14
Julio;AROMAS;FRAGANCIA COCO GR;FCO09;;63;100;500;63;0;Gramo;Activo;42,11869;2653,48
Julio;AROMAS;FRAGANCIA DURAZNO GR;FD09;;47;100;500;47;0;Gramo;Activo;54,616735;2566,99
Julio;AROMAS;FRAGANCIA FLORAL  GR;FFL09;;-50;100;500;-50;0;Gramo;Activo;63,359238;-3167,96
Julio;AROMAS;FRAGANCIA FRESA GR;FF09;;348;400;1000;648;0;Gramo;Activo;77,581004;26998,19
Julio;AROMAS;FRAGANCIA FRUTOS ROJOS GR;FFR09;;350;400;1000;350;0;Gramo;Activo;77,103907;26986,37
Julio;AROMAS;FRAGANCIA LAVANDA FAB GR;FL09;;336;400;1000;336;0;Gramo;Activo;80,183088;26941,52
Julio;AROMAS;FRAGANCIA LIMON GR;FLI09;;0;100;500;0;0;Gramo;Activo;42,13;0
Julio;AROMAS;FRAGANCIA FRUTAS AMAZONICAS GR;FN09;;-14;100;500;-14;0;Gramo;Activo;93,510256;-1309,14
Julio;AROMAS;FRAGANCIA MANZANA VERDE GR;FMV09;;-429;100;500;-429;0;Gramo;Activo;46,398903;-19905,13
Julio;AROMAS;FRAGANCIA MARACUYA GR;FMY09;;557;100;500;557;0;Gramo;Activo;74,26;41362,82
Julio;AROMAS;FRAGANCIA PI¥A GR;FPI09;;705;100;500;705;0;Gramo;Activo;84,821607;59799,23
Julio;AROMAS;FRAGANCIA ACEITE DE PINO GR;FAP09;;0;100;500;0;0;Gramo;Inactivo;45;0
