Mes;Categor¡a;?tem;Referencia;Descripci¢n;Cantidad en Principal;Cantidad m¡nima en Principal;Cantidad m xima en Principal;Cantidad total;Cantidad en remisiones;Unidad;Estado;Costo promedio;Total
Mayo;AROMAS;LIMPIA PISOS ANTIBACTERIAL ARMONIA GARRAFA;LPA06A;;0;1;2;0;0;Unidad;Activo;41563;0
Mayo;VEHICULOS;LLANTIL LIBRA C/PISTOLA;LT02P;;3;6;12;3;0;Unidad;Activo;2550,356643;7651,07
Mayo;AROMAS;DIFUSOR FLORAL GR;;FULLAROME FLORAL RAINBOW REED;1132;0;0;1132;0;Gramo;Activo;81,771731;92565,6
Mayo;AROMAS;DIFUSOR FANTASIA GR;;FULLAROME DULCE FANTASIA;1010;0;0;1010;0;Gramo;Activo;75,564907;76320,56
Mayo;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA GARRAFA;JB06A;;0;0;0;0;0;Unidad;Activo;36632;0
Mayo;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA GALON;JB05A;;9;5;10;9;0;Unidad;Activo;9212,5;82912,5
Mayo;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 2 L;JB04A;;6;3;6;6;0;Unidad;Activo;4745;28470
Mayo;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 1 L;JB03A;;18;4;8;18;0;Unidad;Activo;3578,027778;64404,5
Mayo;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO AVENA 500 ml;JB02A;;12;3;10;12;0;Unidad;Activo;1923,916667;23087
Mayo;EMPAQUES Y OTROS;GOTERO X 30 GR;;;136;0;0;136;0;Unidad;Activo;324,264706;44100
Mayo;UTENSILIOS;BOMBA FUMIGACION ATOMIZADOR;;ATOMIZADOR FERTOX;10;2;12;10;0;Unidad;Activo;18960;189600
Mayo;MUESTRAS;MUESTRA X 100 ML;;;280;24;100;280;0;Unidad;Activo;1210,173125;338848,48
Mayo;MUESTRAS;MUESTRA X 100 ML;;;0;24;100;0;0;Unidad;Inactivo;1273;0
Mayo;AROMAS;AMBIENTADOR SPRAY SERENITY (Gr);;;1400;100;1000;1400;0;Gramo;Activo;15,7;21980
Mayo;AROMAS;AMBIENTADOR SPRAY SERENITY 60 ML;;;4;6;20;4;0;Unidad;Activo;1904;7616
Mayo;AROMAS;AMBIENTADOR SPRAY SERENITY 125 ML;;;0;2;12;0;0;Unidad;Activo;3173;0
Mayo;AROMAS;AMBIENTADOR SPRAY SERENITY 250 ML;;;0;2;6;0;0;Unidad;Activo;5455;0
Mayo;PERFUMERIA;PERFUME  HARAMAIN AMBER CUD;;;214;0;0;214;0;Gramo;Activo;570;121980
Mayo;PERFUMERIA;PERFUME OUD FOR GLORY;;;76;0;0;76;0;Gramo;Activo;570;43320
Mayo;PERFUMERIA;PERFUME OUD FOR AMETHYTS;;;87;0;0;87;0;Gramo;Activo;570;49590
Mayo;PERFUMERIA;PERFUME SANTAL 33;;;88;0;0;88;0;Gramo;Activo;570;50160
Mayo;PERFUMERIA;PERFUME ARABIAN?S TONKA;;;76;0;0;76;0;Gramo;Activo;570;43320
Mayo;PERFUMERIA;PERFUME ILFEMME ILMIN;;;64;0;0;64;0;Gramo;Activo;570;36480
Mayo;PERFUMERIA;PERFUME YARA LATAFFA;;;100;0;0;100;0;Gramo;Activo;570;57000
Mayo;PERFUMERIA;PERFUME YARA TOUS;;;100;0;0;100;0;Gramo;Activo;570;57000
Mayo;PERFUMERIA;PERFUMERIA 9 PM POUR FEMME AFNAN;;;64;0;0;64;0;Gramo;Activo;570;36480
Mayo;PERFUMERIA;CAJA  LUJO  PERFUMERIA;;;279;0;0;279;0;Unidad;Activo;2950;823050
Mayo;AROMAS;HUMIDIFICADOR BABY LOVE;;;1000;100;1000;1000;0;Gramo;Activo;85,79;85790
Mayo;AROMAS;HUMIDIFICADOR AMAZONICA;;;1000;100;1000;1000;0;Gramo;Activo;150,53;150530
Mayo;AROMAS;HUMIDIFICADOR AIRES TROPICALES;;;1000;100;1000;1000;0;Gramo;Activo;89,25;89250
Mayo;AROMAS;HUMIDIFICADOR  ALMENDRA;;FULLAROME AFFAIR;1000;100;1000;1000;0;Gramo;Activo;110,79;110790
Abril;EMPAQUES Y OTROS;GARRAFA;;;0;0;0;1;0;Unidad;Activo;5900;0
Abril;EMPAQUES Y OTROS;GALON;;;-10;0;0;210;0;Unidad;Activo;1393,155129;-13931,55
Abril;EMPAQUES Y OTROS;1 LIT C/PISTOLA;;;-2;10;30;-2;0;Unidad;Inactivo;1232,895738;-2465,79
Abril;EMPAQUES Y OTROS;PETT 500 ML C/PISTOLA;;;-24;10;30;-24;0;Unidad;Inactivo;1217,666667;-29224
Abril;EMPAQUES Y OTROS;JABONERO LIT C/CREMERA;;;0;6;20;0;0;Unidad;Activo;1857;0
Abril;EMPAQUES Y OTROS;JABONERO 500 mL C/CREMERA;;;-10;6;20;-10;0;Unidad;Activo;1307;-13070
Abril;EMPAQUES Y OTROS;JABONERO 300 ML C/CREMERA;;;0;0;0;0;0;Unidad;Activo;1184;0
Abril;EMPAQUES Y OTROS;PETT 250 ML C/TAPA;;;6;10;30;6;0;Unidad;Activo;586;3516
Abril;EMPAQUES Y OTROS;PETT 125 ML C/TAPA;;;-50;10;30;-50;0;Unidad;Activo;533,93105;-26696,55
Abril;EMPAQUES Y OTROS;PETT 60 ML;;;1;10;30;1;0;Unidad;Activo;300;300
Abril;EMPAQUES Y OTROS;ENVASE MUESTRA X 30 ML;;;29;30;100;29;0;Unidad;Activo;200;5800
Abril;EMPAQUES Y OTROS;CREMERA;;;-2;10;20;333;0;Unidad;Activo;446,782327;-893,56
Abril;EMPAQUES Y OTROS;500 BLANCO C/TAPA;;;0;0;0;0;0;Unidad;Activo;350;0
Abril;EMPAQUES Y OTROS;FRASCO AMPOLLETA X 25ML;;;-438,48;50;300;-438,48;0;Unidad;Activo;299,489815;-131320,29
Abril;EMPAQUES Y OTROS;DIFUSOR X 60 ML;;;383;50;300;383;0;Unidad;Activo;598,157429;229094,3
Abril;EMPAQUES Y OTROS;FRASCO VIDRIO X 60 ML;;;1;50;300;1;0;Unidad;Activo;491,962359;491,96
Abril;EMPAQUES Y OTROS;DIFUSOR LUJO;;;51;5;30;51;0;Unidad;Activo;1622,135922;82728,93
Abril;EMPAQUES Y OTROS;TALQUERA PEQUE¥A;;;9;6;12;9;0;Unidad;Activo;823,076923;7407,69
Abril;EMPAQUES Y OTROS;FRASCO BALSAMO/SHAMPO X 500 ML;;;7;6;12;7;0;Unidad;Activo;800;5600
Abril;EMPAQUES Y OTROS;ENVASE CREMA X 125 ML;;;9;6;12;9;0;Unidad;Activo;1100;9900
Abril;EMPAQUES Y OTROS;TAPA CREMERA DORADA;;;238;50;200;238;0;Unidad;Activo;121;28798
Abril;EMPAQUES Y OTROS;FRASCO SPRAY X 30ML;;;4;12;24;4;0;Unidad;Activo;576;2304
Abril;EMPAQUES Y OTROS;FRASCO SPRAY X 60 ML;;;17;10;30;17;0;Unidad;Activo;729,463586;12400,88
Abril;EMPAQUES Y OTROS;FRASCO SPRAY  X 125 ML;;;12;10;30;12;0;Unidad;Activo;938,674997;11264,1
Abril;EMPAQUES Y OTROS;FRASCO SPRAY X 250 ML;;;9;10;30;9;0;Unidad;Activo;1219,84;10978,56
Abril;EMPAQUES Y OTROS;1/2 GALON;;;-5;0;0;76;0;Unidad;Activo;800,000031;-4000
Abril;EMPAQUES Y OTROS;PISTOLA;;;-27;10;20;329;0;Unidad;Activo;390,956942;-10555,84
Abril;EMPAQUES Y OTROS;ENVASE GEL X 300;;;0;1;5;36;0;Unidad;Activo;743,053216;0
Abril;EMPAQUES Y OTROS;ENVASE GEL X 600;;;0;1;5;11;0;Unidad;Activo;1217,4;0
Abril;EMPAQUES Y OTROS;TAMBOR;;;0;0;0;1;0;Unidad;Activo;70000;0
Abril;EMPAQUES Y OTROS;TARRO VASELINA X 200 GR;;;0;0;0;22;0;Unidad;Activo;200;0
Abril;EMPAQUES Y OTROS;TARRO VASELINA X 60 GR;;;0;0;0;20;0;Unidad;Activo;250;0
Abril;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 125ML;AS00BM;;4;2;4;4;0;Unidad;Activo;2681;10724
Abril;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 250ML;AS01BM;;4;1;2;4;0;Unidad;Activo;4980;19920
Abril;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 500ML;AS02BM;;0;1;1;0;0;Unidad;Activo;5824;0
Abril;AROMAS;AMBIENTADOR SPRAY BRISA MARINA 60ML TORNIPERNOS;AS08BM;;0;2;10;0;0;Unidad;Inactivo;1597;0
Abril;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 125ML;AS00CM;;0;0;0;0;0;Unidad;Inactivo;2786;0
Abril;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 250ML;AS01CM;;0;0;0;0;0;Unidad;Inactivo;3577;0
Abril;AROMAS;AMBIENTADOR SPRAY CANELA MANZANA 500ML;AS02CM;;0;0;0;0;0;Unidad;Inactivo;5824;0
Abril;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJOS 125ML;AS00FR;;1;2;4;1;0;Unidad;Activo;2880,869946;2880,87
Abril;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 250ML;AS01FR;;0;1;2;0;0;Unidad;Activo;5227,540834;0
Abril;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 500ML;AS02FR;;0;0;0;0;0;Unidad;Activo;5824;0
Abril;AROMAS;AMBIENTADOR SPRAY FRUTOS ROJO 60ML TORNIPERNOS;AS08FR;;0;5;10;0;0;Unidad;Inactivo;1597;0
Abril;AROMAS;AMBIENTADOR SPRAY TALCO 125ML;AS00TB;;0;2;4;0;0;Unidad;Activo;2620,571429;0
Abril;AROMAS;AMBIENTADOR SPRAY TALCO 250ML;AS01TB;;0;1;2;0;0;Unidad;Activo;4949,36;0
Abril;AROMAS;AMBIENTADOR SPRAY TALCO 500ML;AS02TB;;0;1;2;0;0;Unidad;Activo;5824;0
Abril;AROMAS;AMBIENTADOR SPRAY TALCO BB 60ML TORNIPERNOS;AS08TB;;0;5;10;0;0;Unidad;Inactivo;1597;0
Abril;AROMAS;AMBIENTADOR SPRAY FRESA 60ML TORNIPERNOS;AS08F;;0;0;0;0;0;Unidad;Inactivo;1597;0
Abril;AROMAS;AMBIENTADOR SPRAY CHICLE 60ML TORNIPERNOS;AS08CH;;0;0;0;0;0;Unidad;Inactivo;1597;0
Abril;AROMAS;AMBIENTADOR SPRAY CARRO PERFUMADO 60ML TORNIPERNOS;AS08CPF;;0;0;0;0;0;Unidad;Inactivo;1150;0
Abril;AROMAS;AMBIENTADOR SPRAY FRUTAS AMAZONICAS 60 ML TORNIPERNOS;AS08N;;0;0;0;0;0;Unidad;Inactivo;1597;0
Abril;ROPA;BLANQUEADOR 1 L;BL03;;0;13;26;0;0;Unidad;Activo;1484;0
Abril;ROPA;BLANQUEADOR GALON;BL05;;23;22;44;23;0;Unidad;Activo;4398,305215;101161,02
Abril;ROPA;BLANQUEADOR GARRAFA;BL06;;6;3;6;6;0;Unidad;Activo;17891,33333;107348
Abril;HOGAR;CERA AUTOBRILLANTE 500 ML;C02;;2;3;6;2;0;Unidad;Activo;1885,458232;3770,92
Abril;HOGAR;CERA AUTOBRILLANTE 1 LIT;C03;;14;2;4;14;0;Unidad;Activo;3084,048555;43176,68
Abril;HOGAR;CERA AUTOBRILLANTE 2 LIT;C04;;2;0;0;2;0;Unidad;Activo;4841,333333;9682,67
Abril;HOGAR;CERA AUTOBRILLANTE GALON;C05;;-2;3;6;-2;0;Unidad;Activo;9994,325;-19988,65
Abril;HOGAR;CERA AUTOBRILLANTE GARRAFA;C06;;0;0;0;0;0;Unidad;Activo;33203;0
Abril;VEHICULOS;DESENGRASANTE MULTIPROPOSITO 1 L;DG03;;38;3;6;38;0;Unidad;Activo;3047,53306;115806,26
Abril;VEHICULOS;DESENGRASANTE MULTIPROPOSITO 2 L;DG04;;4;1;2;4;0;Unidad;Activo;4649,81258;18599,25
Abril;VEHICULOS;DESENGRASANTE MULTIPROPOSITO GALON;DG05;;29;9;18;29;0;Unidad;Activo;7988,050897;231653,48
Abril;VEHICULOS;DESENGRASANTE MULTIPROPOSITO GARRAFA;DG06;;2;3;6;2;0;Unidad;Activo;44027;88054
Abril;ROPA;DETERGENTE LIQUIDO 1L;DM03;;8;8;16;8;0;Unidad;Activo;2971,285714;23770,29
Abril;ROPA;DETERGENTE LIQUIDO 2L;DM04;;10;5;10;10;0;Unidad;Activo;4749,574847;47495,75
Abril;ROPA;DETERGENTE LIQUIDO GALON;DM05;;47;22;44;47;0;Unidad;Activo;8897,214981;418169,1
Abril;ROPA;DETERGENTE LIQUIDO GARRAFA;DM06;;8;4;8;8;0;Unidad;Activo;42387,9625;339103,7
Abril;HOGAR;DESMANCHADOR DE PISOS 500 mL.;DP02;;26;3;6;26;0;Unidad;Activo;1175;30550
Abril;HOGAR;DESMANCHADOR DE PISOS 1 L;DP03;;23;5;10;23;0;Unidad;Activo;2228,235294;51249,41
Abril;HOGAR;DESMANCHADOR DE PISOS 2 L;DP04;;12;3;6;12;0;Unidad;Activo;3363,674191;40364,09
Abril;HOGAR;DESMANCHADOR DE PISOS GALON;DP05;;26;9;18;26;0;Unidad;Activo;5611,594076;145901,45
Abril;HOGAR;DESMANCHADOR DE PISOS GARRAFA;DP06;;2;1;2;2;0;Unidad;Activo;25886;51772
Abril;ROPA;DESMANCHADOR ROPA COLOR 500 ML;RC02;;0;2;4;0;0;Unidad;Inactivo;927;0
Abril;ROPA;DESMANCHADOR ROPA COLOR LIT;RC03;;4;6;12;4;0;Unidad;Activo;2551,029483;10204,12
Abril;ROPA;DESMANCHADOR ROPA COLOR 2 LIT;RC04;;17;0;0;17;0;Unidad;Activo;3866,336306;65727,72
Abril;ROPA;DESMANCHADOR ROPA COLOR GALON;RC05;;12;4;8;12;0;Unidad;Activo;4739,677114;56876,13
Abril;ROPA;DESMANCHADOR ROPA COLOR GARRAFA;RC06;;0;1;2;0;0;Unidad;Activo;26784;0
Abril;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS 500 ML;EO02;;-20;4;8;-20;0;Unidad;Activo;1590,319249;-31806,38
Abril;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS 1 L;EO03;;2;2;4;2;0;Unidad;Activo;3182,840541;6365,68
Abril;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS GALON;EO05;;-14;3;6;-14;0;Unidad;Activo;8583,444444;-120168,22
Abril;HOGAR;ELIMINADOR DE OLORES FRUTOS ROJOS GARRAFA;EO06;;0;1;2;0;0;Unidad;Activo;33474;0
Abril;HOGAR;ELIMINADOR DE OLORES LAVANDA 500 ML;EO02L;;9;2;4;9;0;Unidad;Activo;1863,763233;16773,87
Abril;HOGAR;ELIMINADOR DE OLORES LAVANDA 1 L;EO03L;;8;3;6;8;0;Unidad;Activo;3104,323458;24834,59
Abril;HOGAR;ELIMINADOR DE OLORES LAVANDA GALON;EO05L;;9;7;10;9;0;Unidad;Activo;8490,279412;76412,51
Abril;HOGAR;ELIMINADOR DE OLORES LAVANDA GARRAFA;EO06L;;0;1;2;0;0;Unidad;Activo;35079,33;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 300 mL;JB01FR;;0;1;2;0;0;Unidad;Activo;959,985714;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 500 mL;JB02FR;;5;5;10;5;0;Unidad;Activo;2219,940339;11099,7
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 1 L;JB03FR;;8;4;8;8;0;Unidad;Activo;3208,04332;25664,35
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS 2 L;JB04FR;;1;3;6;1;0;Unidad;Activo;4860,34;4860,34
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS GALON;JB05FR;;12;5;10;12;0;Unidad;Activo;8899,371834;106792,46
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO FRUTOS ROJOS GARRAFA;JB06FR;;-1;1;2;-1;0;Unidad;Activo;40013;-40013
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 300 mL;JB01MV;;0;1;2;0;0;Unidad;Activo;1056,066116;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 500 mL;JB02MV;;-6;3;6;-6;0;Unidad;Activo;2056,18968;-12337,14
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 1 L;JB03MV;;7;2;4;7;0;Unidad;Activo;3481,401002;24369,81
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE 2 L;JB04MV;;0;0;0;0;0;Unidad;Activo;4254,129999;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE GALON;JB05MV;;13;3;6;13;0;Unidad;Activo;7843,061018;101959,79
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO MANZANA VERDE GARRAFA;JB06MV;;0;1;2;0;0;Unidad;Activo;40133;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 300 mL;JB01D;;0;0;0;0;0;Unidad;Inactivo;954,158782;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 500 mL;JB02D;;0;3;6;0;0;Unidad;Inactivo;1865;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 1 L;JB03D;;0;1;2;0;0;Unidad;Inactivo;3207,531276;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO 2 L;JB04D;;0;1;2;0;0;Unidad;Inactivo;5022,75;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO GALON;JB05D;;0;2;4;0;0;Unidad;Inactivo;8923;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO DURAZNO GARRAFA;JB06D;;0;1;2;0;0;Unidad;Inactivo;45429;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL  AVENA 300 mL;JBA01A;;0;0;0;0;0;Unidad;Activo;1140,290618;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA 500 mL;JBA02A;;0;3;6;0;0;Unidad;Inactivo;1953,898312;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA 1 L;JBA03A;;0;2;4;0;0;Unidad;Inactivo;3627,170973;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA 2 L;JBA04A;;0;1;2;0;0;Unidad;Inactivo;5289,210051;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA GALON;JBA05A;;-1;2;4;-1;0;Unidad;Inactivo;9436,77;-9436,77
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL AVENA GARRAFA;JBA06A;;0;1;2;0;0;Unidad;Inactivo;48743;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL  COCO 300 mL;JBA01C;;0;0;0;0;0;Unidad;Inactivo;1062,110556;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL COCO 500 mL;JBA02C;;0;2;4;0;0;Unidad;Inactivo;1927,91;0
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL COCO 1 L;JBA03C;;-1;2;4;-1;0;Unidad;Inactivo;3431;-3431
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL COCO 2 L;JBA04C;;-2;1;2;-2;0;Unidad;Inactivo;4725,32;-9450,64
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL COCO GALON;JBA05C;;1;2;4;1;0;Unidad;Inactivo;8946,840107;8946,84
Abril;CUIDADO PERSONAL;JABON DE MANOS Y CUERPO ANTIBACTERIAL COCO GARRAFA;JBA06C;;0;1;2;0;0;Unidad;Inactivo;44421;0
Abril;COCINA;LIMPIA ESTUFA 500 mL;LE02;;6;5;10;6;0;Unidad;Activo;1162,471498;6974,83
Abril;COCINA;LIMPIA ESTUFA 1 L;LE03;;23;8;16;23;0;Unidad;Activo;2381,983253;54785,61
Abril;COCINA;LIMPIA ESTUFA GALON;LE05;;10;9;18;10;0;Unidad;Activo;5998,956164;59989,56
Abril;COCINA;LIMPIA ESTUFA GARRAFA;LE06;;3;3;4;3;0;Unidad;Activo;30569;91707
Abril;COCINA;LAVA LOZA 500 mL.;LL02;;28;3;6;28;0;Unidad;Activo;1606,928571;44994
Abril;COCINA;LAVA LOZA 1 L;LL03;;47;7;14;47;0;Unidad;Activo;2925,635839;137504,88
Abril;COCINA;LAVA LOZA GALON;LL05;;13;12;24;13;0;Unidad;Activo;8833,979762;114841,74
Abril;COCINA;LAVA LOZA GARRAFA;LL06;;7;2;4;7;0;Unidad;Activo;39767,38627;278371,7
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL LAVANDA 500 Ml;LPA02L;;-1;2;4;-1;0;Unidad;Activo;1565,481675;-1565,48
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL NATURE 500 Ml;LPA02N;;0;4;8;0;0;Unidad;Activo;1579;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL TALCO 500 Ml;LPA02T;;0;1;2;0;0;Unidad;Activo;1579;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CITRONELA 500 Ml;LPA02C;;-1;1;2;-1;0;Unidad;Activo;1572,023117;-1572,02
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CANELA PICANTE 500 Ml;LPA02CP;;0;2;4;0;0;Unidad;Activo;1527;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL LAVANDA 1L;LPA03L;;24;5;10;24;0;Unidad;Activo;3037,693868;72904,65
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL NATURE 1L;LPA03N;;8;6;12;8;0;Unidad;Activo;3046,406605;24371,25
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL TALCO 1L;LPA03T;;10;3;6;10;0;Unidad;Activo;2844,6;28446
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CITRONELLA 1L;LPA03C;;7;6;12;7;0;Unidad;Activo;2547,57754;17833,04
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CANELA PICANTE 1L;LPA03CP;;0;5;10;0;0;Unidad;Activo;2631;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL LAVANDA GALON;LPA05L;;6;6;12;6;0;Unidad;Activo;7327,356585;43964,14
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL NATURE GALON;LPA05N;;22;3;6;22;0;Unidad;Activo;8120,108696;178642,39
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL TALCO GALON;LPA05T;;12;2;4;12;0;Unidad;Activo;7311,613971;87739,37
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CITRONELLA GALON;LPA05C;;2;5;10;2;0;Unidad;Activo;6690,18552;13380,37
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CANELA PICANTE GALON;LPA05CP;;0;2;4;0;0;Unidad;Activo;6262;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL LAVANDA GARRAFA;LPA06L;;2;2;4;2;0;Unidad;Activo;45067;90134
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL NATURE GARRAFA;LPA06N;;0;1;1;0;0;Unidad;Activo;29822,5;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL TALCO GARRAFA;LPA06T;;0;1;1;0;0;Unidad;Activo;37179;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CITRONELLA GARRAFA;LPA06C;;0;1;2;0;0;Unidad;Activo;38292;0
Abril;HOGAR;LIMPIA PISOS ANTIBACTERIAL CANELA PICANTE GARRAFA;LPA06CP;;0;0;0;0;0;Unidad;Activo;24503;0
Abril;VEHICULOS;LIMPIA VIDRIOS 500 mL PISTOLA;LV02;;18;6;12;18;0;Unidad;Activo;1609,389987;28969,02
Abril;VEHICULOS;LIMPIA VIDRIOS 1 L PISTOLA;LV03;;20;5;10;20;0;Unidad;Activo;2247,697649;44953,95
Abril;VEHICULOS;LIMPIA VIDRIOS GALON;LV05;;8;8;16;8;0;Unidad;Activo;3582,89;28663,12
Abril;VEHICULOS;LIMPIA VIDRIOS GARRAFA;LV06;;1;1;1;1;0;Unidad;Activo;19039;19039
Abril;VEHICULOS;LLANTIL LIBRA;LT02;;11;4;8;11;0;Unidad;Activo;2051;22561
Abril;VEHICULOS;LLANTIL LIT;LT03;;14;3;6;14;0;Unidad;Activo;4019,681858;56275,55
Abril;VEHICULOS;LLANTIL MED GAL;LT04;;0;0;0;0;0;Unidad;Activo;5508;0
Abril;VEHICULOS;LLANTIL GAL;LT05;;2;1;2;2;0;Unidad;Activo;13150;26300
Abril;VEHICULOS;LLANTIL GARRAFA;LT06;;0;1;1;0;0;Unidad;Activo;58964;0
Abril;COCINA;QUITA GRASA 500 mL PISTOLA;QG02;;17;2;4;17;0;Unidad;Activo;1605,570097;27294,69
Abril;COCINA;QUITA GRASA 1 L PISTOLA;QG03;;10;2;4;10;0;Unidad;Activo;2228,285781;22282,86
Abril;COCINA;QUITA GRASA GALON;QG05;;0;2;4;0;0;Unidad;Activo;3538,029878;0
Abril;COCINA;QUITA GRASA GARRAFA;QG06;;6;1;1;6;0;Unidad;Activo;13227;79362
Abril;VEHICULOS;SHAMPOO PARA AUTOS LIB;SA02;;3;3;6;3;0;Unidad;Activo;1663,1685;4989,51
Abril;VEHICULOS;SHAMPOO PARA AUTOS LIT;SA03;;11;3;6;11;0;Unidad;Activo;2739;30129
Abril;VEHICULOS;SHAMPOO PARA AUTOS MED GAL;SA04;;4;0;0;4;0;Unidad;Activo;3837,6;15350,4
Abril;VEHICULOS;SHAMPOO PARA AUTOS GALON;SA05;;2;1;2;2;0;Unidad;Activo;6898,768519;13797,54
Abril;VEHICULOS;SHAMPOO PARA AUTOS GARRAFA;SA06;;1;3;6;1;0;Unidad;Activo;33334,26667;33334,27
Abril;HOGAR;SHAMPOO MUEBLES Y ALFOM. LIB;SM02;;11;3;6;11;0;Unidad;Activo;1702,214286;18724,36
Abril;HOGAR;SHAMPOO MUEBLES Y ALFOM. LIT;SM03;;10;7;14;10;0;Unidad;Activo;2647,16129;26471,61
Abril;HOGAR;SHAMPOO MUEBLES Y ALFOM. MED GAL;SM04;;5;0;0;5;0;Unidad;Activo;4019,195929;20095,98
Abril;HOGAR;SHAMPOO MUEBLES Y ALFOM. GALON;SM05;;2;2;4;2;0;Unidad;Activo;7005,666667;14011,33
Abril;HOGAR;SHAMPOO MUEBLES Y ALFOM. GARRAFA;SM06;;0;1;2;0;0;Unidad;Activo;29847;0
Abril;ROPA;SUAVIZANTE TEXTIL 1L;ST03;;9;5;10;9;0;Unidad;Activo;3184,865703;28663,79
Abril;ROPA;SUAVIZANTE TEXTIL 2L;ST04;;7;1;2;7;0;Unidad;Activo;4516,801485;31617,61
Abril;ROPA;SUAVIZANTE TEXTIL GALON;ST05;;4;5;10;4;0;Unidad;Activo;7334;29336
Abril;ROPA;SUAVIZANTE TEXTIL GARRAFA;ST06;;1;2;4;1;0;Unidad;Activo;34903;34903
